year,carrier,carrier_name,airport,airport_name,security_delay,top_five
2003,EV,Atlantic Southeast Airlines,ABY,"Albany, GA: Southwest Georgia Regional",22,FALSE
2003,RU,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",29,FALSE
2003,NW,Northwest Airlines Inc.,ALB,"Albany, NY: Albany International",10,FALSE
2003,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",8,FALSE
2003,HP,America West Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",115,FALSE
2003,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",25,FALSE
2003,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",196,FALSE
2003,EV,Atlantic Southeast Airlines,AEX,"Alexandria, LA: Alexandria International",88,FALSE
2003,RU,ExpressJet Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",11,FALSE
2003,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1975,FALSE
2003,CO,Continental Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",28,FALSE
2003,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",25,FALSE
2003,HP,America West Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,TRUE
2003,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",139,TRUE
2003,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1227,TRUE
2003,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",38,TRUE
2003,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1100,TRUE
2003,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67,TRUE
2003,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",23,TRUE
2003,EV,Atlantic Southeast Airlines,AGS,"Augusta, GA: Augusta Regional at Bush Field",25,FALSE
2003,HP,America West Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",145,FALSE
2003,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",115,FALSE
2003,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",24,FALSE
2003,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",132,FALSE
2003,HP,America West Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",60,FALSE
2003,MQ,American Eagle Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34,FALSE
2003,RU,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",46,FALSE
2003,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",981,FALSE
2003,MQ,American Eagle Airlines Inc.,BGR,"Bangor, ME: Bangor International",12,FALSE
2003,EV,Atlantic Southeast Airlines,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",54,FALSE
2003,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",76,FALSE
2003,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",10,FALSE
2003,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",35,FALSE
2003,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",44,FALSE
2003,HP,America West Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",52,FALSE
2003,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",15,FALSE
2003,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",40,FALSE
2003,TZ,ATA Airlines d/b/a ATA,BOS,"Boston, MA: Logan International",9,FALSE
2003,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",14,FALSE
2003,HP,America West Airlines Inc.,BOS,"Boston, MA: Logan International",55,FALSE
2003,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",78,FALSE
2003,MQ,American Eagle Airlines Inc.,BOS,"Boston, MA: Logan International",119,FALSE
2003,CO,Continental Air Lines Inc.,BOS,"Boston, MA: Logan International",7,FALSE
2003,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",227,FALSE
2003,NW,Northwest Airlines Inc.,BOS,"Boston, MA: Logan International",16,FALSE
2003,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",20,FALSE
2003,EV,Atlantic Southeast Airlines,BQK,"Brunswick, GA: Brunswick Golden Isles",17,FALSE
2003,DH,Atlantic Coast Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",40,FALSE
2003,CO,Continental Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",11,FALSE
2003,RU,ExpressJet Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",7,FALSE
2003,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",30,FALSE
2003,NW,Northwest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",23,FALSE
2003,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",12,FALSE
2003,HP,America West Airlines Inc.,BUR,"Burbank, CA: Bob Hope",58,FALSE
2003,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",153,FALSE
2003,RU,ExpressJet Airlines Inc.,BTV,"Burlington, VT: Burlington International",26,FALSE
2003,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",42,FALSE
2003,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",17,FALSE
2003,MQ,American Eagle Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",39,FALSE
2003,DH,Atlantic Coast Airlines,CHS,"Charleston, SC: Charleston AFB/International",57,FALSE
2003,EV,Atlantic Southeast Airlines,CHS,"Charleston, SC: Charleston AFB/International",24,FALSE
2003,RU,ExpressJet Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",7,FALSE
2003,EV,Atlantic Southeast Airlines,CRW,"Charleston/Dunbar, WV: Yeager",33,FALSE
2003,CO,Continental Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",8,FALSE
2003,TZ,ATA Airlines d/b/a ATA,CLT,"Charlotte, NC: Charlotte Douglas International",116,FALSE
2003,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",127,FALSE
2003,RU,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",233,FALSE
2003,NW,Northwest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",16,FALSE
2003,EV,Atlantic Southeast Airlines,CHA,"Chattanooga, TN: Lovell Field",15,FALSE
2003,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",1227,FALSE
2003,CO,Continental Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",10,FALSE
2003,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",676,FALSE
2003,HP,America West Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",176,TRUE
2003,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",1255,TRUE
2003,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",282,TRUE
2003,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago OHare International",561,TRUE
2003,NW,Northwest Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",66,TRUE
2003,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago OHare International",25,TRUE
2003,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago OHare International",309,TRUE
2003,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",379,FALSE
2003,CO,Continental Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",187,FALSE
2003,RU,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",488,FALSE
2003,NW,Northwest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",16,FALSE
2003,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",141,FALSE
2003,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",18,FALSE
2003,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",34,FALSE
2003,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",98,FALSE
2003,DH,Atlantic Coast Airlines,CAE,"Columbia, SC: Columbia Metropolitan",8,FALSE
2003,EV,Atlantic Southeast Airlines,CAE,"Columbia, SC: Columbia Metropolitan",32,FALSE
2003,MQ,American Eagle Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",47,FALSE
2003,DH,Atlantic Coast Airlines,CMH,"Columbus, OH: John Glenn Columbus International",56,FALSE
2003,RU,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",67,FALSE
2003,NW,Northwest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",12,FALSE
2003,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",141,FALSE
2003,RU,ExpressJet Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",3,FALSE
2003,OO,SkyWest Airlines Inc.,CEC,"Crescent City, CA: Jack McNamara Field",38,FALSE
2003,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",156,FALSE
2003,TZ,ATA Airlines d/b/a ATA,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",24,TRUE
2003,HP,America West Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",188,TRUE
2003,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1499,TRUE
2003,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",394,TRUE
2003,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",269,TRUE
2003,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",305,TRUE
2003,NW,Northwest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",25,TRUE
2003,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",715,TRUE
2003,RU,ExpressJet Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",48,FALSE
2003,TZ,ATA Airlines d/b/a ATA,DEN,"Denver, CO: Denver International",29,FALSE
2003,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",5,FALSE
2003,HP,America West Airlines Inc.,DEN,"Denver, CO: Denver International",219,FALSE
2003,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",63,FALSE
2003,CO,Continental Air Lines Inc.,DEN,"Denver, CO: Denver International",6,FALSE
2003,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",26,FALSE
2003,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",35,FALSE
2003,NW,Northwest Airlines Inc.,DEN,"Denver, CO: Denver International",20,FALSE
2003,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",1089,FALSE
2003,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",595,FALSE
2003,HP,America West Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",142,FALSE
2003,RU,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",6,FALSE
2003,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",921,FALSE
2003,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",203,FALSE
2003,EV,Atlantic Southeast Airlines,DHN,"Dothan, AL: Dothan Regional",25,FALSE
2003,OO,SkyWest Airlines Inc.,IPL,"El Centro, CA: Imperial County",30,FALSE
2003,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",22,FALSE
2003,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",117,FALSE
2003,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",168,FALSE
2003,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",16,FALSE
2003,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",25,FALSE
2003,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",616,FALSE
2003,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",48,FALSE
2003,EV,Atlantic Southeast Airlines,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",126,FALSE
2003,TZ,ATA Airlines d/b/a ATA,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",99,FALSE
2003,HP,America West Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",9,FALSE
2003,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",205,FALSE
2003,CO,Continental Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",69,FALSE
2003,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",215,FALSE
2003,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",708,FALSE
2003,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",238,FALSE
2003,CO,Continental Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",14,FALSE
2003,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",71,FALSE
2003,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",128,FALSE
2003,MQ,American Eagle Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",13,FALSE
2003,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",348,FALSE
2003,RU,ExpressJet Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",29,FALSE
2003,DH,Atlantic Coast Airlines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",109,FALSE
2003,RU,ExpressJet Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",32,FALSE
2003,RU,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",16,FALSE
2003,NW,Northwest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",14,FALSE
2003,EV,Atlantic Southeast Airlines,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",18,FALSE
2003,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",30,FALSE
2003,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",13,FALSE
2003,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",30,FALSE
2003,RU,ExpressJet Airlines Inc.,BDL,"Hartford, CT: Bradley International",18,FALSE
2003,NW,Northwest Airlines Inc.,BDL,"Hartford, CT: Bradley International",16,FALSE
2003,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",24,FALSE
2003,TZ,ATA Airlines d/b/a ATA,HNL,"Honolulu, HI: Daniel K Inouye International",307,FALSE
2003,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",78,FALSE
2003,CO,Continental Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",30,FALSE
2003,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",108,FALSE
2003,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",70,FALSE
2003,HP,America West Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",183,FALSE
2003,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",9,FALSE
2003,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1498,FALSE
2003,RU,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",935,FALSE
2003,NW,Northwest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",9,FALSE
2003,WN,Southwest Airlines Co.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3,FALSE
2003,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",224,FALSE
2003,EV,Atlantic Southeast Airlines,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",140,FALSE
2003,TZ,ATA Airlines d/b/a ATA,IND,"Indianapolis, IN: Indianapolis International",82,FALSE
2003,HP,America West Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",73,FALSE
2003,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",46,FALSE
2003,RU,ExpressJet Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",8,FALSE
2003,NW,Northwest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",31,FALSE
2003,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",21,FALSE
2003,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",206,FALSE
2003,WN,Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",16,FALSE
2003,CO,Continental Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",21,FALSE
2003,RU,ExpressJet Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",38,FALSE
2003,NW,Northwest Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",27,FALSE
2003,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",168,FALSE
2003,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",223,FALSE
2003,TZ,ATA Airlines d/b/a ATA,OGG,"Kahului, HI: Kahului Airport",71,FALSE
2003,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",103,FALSE
2003,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",79,FALSE
2003,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",163,FALSE
2003,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",65,FALSE
2003,RU,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",29,FALSE
2003,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",377,FALSE
2003,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",16,FALSE
2003,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",110,FALSE
2003,EV,Atlantic Southeast Airlines,TYS,"Knoxville, TN: McGhee Tyson",115,FALSE
2003,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",26,FALSE
2003,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",16,FALSE
2003,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",119,FALSE
2003,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",14,FALSE
2003,TZ,ATA Airlines d/b/a ATA,LAS,"Las Vegas, NV: McCarran International",34,FALSE
2003,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",8,FALSE
2003,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",862,FALSE
2003,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",187,FALSE
2003,CO,Continental Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",201,FALSE
2003,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",60,FALSE
2003,NW,Northwest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",54,FALSE
2003,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",902,FALSE
2003,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",172,FALSE
2003,EV,Atlantic Southeast Airlines,LEX,"Lexington, KY: Blue Grass",30,FALSE
2003,TZ,ATA Airlines d/b/a ATA,LIH,"Lihue, HI: Lihue Airport",66,FALSE
2003,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",27,FALSE
2003,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",18,FALSE
2003,RU,ExpressJet Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",13,FALSE
2003,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",4,FALSE
2003,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",259,FALSE
2003,TZ,ATA Airlines d/b/a ATA,LAX,"Los Angeles, CA: Los Angeles International",439,TRUE
2003,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",293,TRUE
2003,HP,America West Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",143,TRUE
2003,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",414,TRUE
2003,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",73,TRUE
2003,CO,Continental Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",14,TRUE
2003,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",6,TRUE
2003,NW,Northwest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",21,TRUE
2003,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2982,TRUE
2003,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",530,TRUE
2003,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",25,TRUE
2003,RU,ExpressJet Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",22,FALSE
2003,NW,Northwest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",20,FALSE
2003,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",211,FALSE
2003,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",5,FALSE
2003,RU,ExpressJet Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",23,FALSE
2003,NW,Northwest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",12,FALSE
2003,RU,ExpressJet Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",35,FALSE
2003,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",47,FALSE
2003,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",20,FALSE
2003,DH,Atlantic Coast Airlines,MEM,"Memphis, TN: Memphis International",47,FALSE
2003,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",456,FALSE
2003,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",67,FALSE
2003,TZ,ATA Airlines d/b/a ATA,MIA,"Miami, FL: Miami International",27,FALSE
2003,HP,America West Airlines Inc.,MIA,"Miami, FL: Miami International",39,FALSE
2003,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",1042,FALSE
2003,CO,Continental Air Lines Inc.,MIA,"Miami, FL: Miami International",66,FALSE
2003,NW,Northwest Airlines Inc.,MIA,"Miami, FL: Miami International",52,FALSE
2003,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",8,FALSE
2003,HP,America West Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",119,FALSE
2003,RU,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",26,FALSE
2003,NW,Northwest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",6,FALSE
2003,TZ,ATA Airlines d/b/a ATA,MSP,"Minneapolis, MN: Minneapolis-St Paul International",17,FALSE
2003,HP,America West Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",161,FALSE
2003,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",18,FALSE
2003,RU,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",23,FALSE
2003,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1925,FALSE
2003,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula International",17,FALSE
2003,RU,ExpressJet Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",29,FALSE
2003,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad City International",25,FALSE
2003,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",220,FALSE
2003,EV,Atlantic Southeast Airlines,MGM,"Montgomery, AL: Montgomery Regional",30,FALSE
2003,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",19,FALSE
2003,NW,Northwest Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",16,FALSE
2003,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",33,FALSE
2003,CO,Continental Air Lines Inc.,BNA,"Nashville, TN: Nashville International",17,FALSE
2003,NW,Northwest Airlines Inc.,BNA,"Nashville, TN: Nashville International",24,FALSE
2003,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",381,FALSE
2003,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",116,FALSE
2003,EV,Atlantic Southeast Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",22,FALSE
2003,CO,Continental Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",6,FALSE
2003,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",14,FALSE
2003,NW,Northwest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",41,FALSE
2003,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",163,FALSE
2003,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",190,FALSE
2003,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",107,FALSE
2003,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",396,FALSE
2003,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",64,FALSE
2003,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",51,FALSE
2003,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",32,FALSE
2003,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1587,FALSE
2003,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",10,FALSE
2003,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",108,FALSE
2003,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",65,FALSE
2003,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",18,FALSE
2003,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",54,FALSE
2003,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",6,FALSE
2003,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",187,FALSE
2003,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",71,FALSE
